source filepath,destination filepath
s3://cmgp-coastcam/cameras/whidbey/products/1526769002.c1.var.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/139_May.19/raw/1526769002.c1.var.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526769002.c2.var.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/139_May.19/raw/1526769002.c2.var.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526769003.c1.bright.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/139_May.19/raw/1526769003.c1.bright.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526769003.c2.bright.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/139_May.19/raw/1526769003.c2.bright.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526769004.c1.dark.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/139_May.19/raw/1526769004.c1.dark.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526769004.c2.dark.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/139_May.19/raw/1526769004.c2.dark.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526769005.c1.rundark.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/139_May.19/raw/1526769005.c1.rundark.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526769005.c2.rundark.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/139_May.19/raw/1526769005.c2.rundark.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526770800.c1.snap.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/139_May.19/raw/1526770800.c1.snap.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526770800.c2.snap.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/139_May.19/raw/1526770800.c2.snap.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526770801.c1.timex.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/139_May.19/raw/1526770801.c1.timex.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526770801.c2.timex.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/139_May.19/raw/1526770801.c2.timex.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526770802.c1.var.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/139_May.19/raw/1526770802.c1.var.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526770802.c2.var.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/139_May.19/raw/1526770802.c2.var.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526770803.c1.bright.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/139_May.19/raw/1526770803.c1.bright.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526770803.c2.bright.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/139_May.19/raw/1526770803.c2.bright.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526770804.c1.dark.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/139_May.19/raw/1526770804.c1.dark.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526770804.c2.dark.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/139_May.19/raw/1526770804.c2.dark.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526770805.c1.rundark.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/139_May.19/raw/1526770805.c1.rundark.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526770805.c2.rundark.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/139_May.19/raw/1526770805.c2.rundark.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526774400.c1.snap.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526774400.c1.snap.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526774400.c2.snap.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526774400.c2.snap.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526774401.c1.timex.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526774401.c1.timex.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526774401.c2.timex.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526774401.c2.timex.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526774402.c1.var.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526774402.c1.var.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526774402.c2.var.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526774402.c2.var.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526774403.c1.bright.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526774403.c1.bright.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526774403.c2.bright.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526774403.c2.bright.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526774404.c1.dark.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526774404.c1.dark.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526774404.c2.dark.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526774404.c2.dark.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526774405.c1.rundark.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526774405.c1.rundark.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526774405.c2.rundark.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526774405.c2.rundark.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526776200.c1.snap.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526776200.c1.snap.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526776200.c2.snap.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526776200.c2.snap.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526776201.c1.timex.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526776201.c1.timex.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526776201.c2.timex.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526776201.c2.timex.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526776202.c1.var.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526776202.c1.var.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526776202.c2.var.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526776202.c2.var.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526776203.c1.bright.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526776203.c1.bright.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526776203.c2.bright.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526776203.c2.bright.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526776204.c1.dark.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526776204.c1.dark.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526776204.c2.dark.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526776204.c2.dark.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526776205.c1.rundark.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526776205.c1.rundark.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526776205.c2.rundark.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526776205.c2.rundark.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526778000.c1.snap.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526778000.c1.snap.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526778000.c2.snap.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526778000.c2.snap.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526778001.c1.timex.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526778001.c1.timex.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526778001.c2.timex.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526778001.c2.timex.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526778002.c1.var.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526778002.c1.var.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526778002.c2.var.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526778002.c2.var.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526778003.c1.bright.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526778003.c1.bright.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526778003.c2.bright.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526778003.c2.bright.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526778004.c1.dark.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526778004.c1.dark.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526778004.c2.dark.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526778004.c2.dark.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526778005.c1.rundark.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526778005.c1.rundark.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526778005.c2.rundark.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526778005.c2.rundark.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526779800.c1.snap.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526779800.c1.snap.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526779800.c2.snap.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526779800.c2.snap.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526779801.c1.timex.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526779801.c1.timex.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526779801.c2.timex.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526779801.c2.timex.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526779802.c1.var.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526779802.c1.var.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526779802.c2.var.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526779802.c2.var.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526779803.c1.bright.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526779803.c1.bright.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526779803.c2.bright.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526779803.c2.bright.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526779804.c1.dark.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526779804.c1.dark.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526779804.c2.dark.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526779804.c2.dark.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526779805.c1.rundark.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526779805.c1.rundark.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526779805.c2.rundark.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526779805.c2.rundark.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526781600.c1.snap.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526781600.c1.snap.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526781600.c2.snap.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526781600.c2.snap.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526781601.c1.timex.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526781601.c1.timex.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526781601.c2.timex.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526781601.c2.timex.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526781602.c1.var.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526781602.c1.var.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526781602.c2.var.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526781602.c2.var.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526781603.c1.bright.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526781603.c1.bright.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526781603.c2.bright.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526781603.c2.bright.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526781604.c1.dark.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526781604.c1.dark.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526781604.c2.dark.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526781604.c2.dark.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526781605.c1.rundark.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526781605.c1.rundark.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526781605.c2.rundark.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526781605.c2.rundark.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526783400.c1.snap.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526783400.c1.snap.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526783400.c2.snap.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526783400.c2.snap.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526783401.c1.timex.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526783401.c1.timex.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526783401.c2.timex.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526783401.c2.timex.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526783402.c1.var.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526783402.c1.var.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526783402.c2.var.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526783402.c2.var.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526783403.c1.bright.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526783403.c1.bright.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526783403.c2.bright.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526783403.c2.bright.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526783404.c1.dark.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526783404.c1.dark.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526783404.c2.dark.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526783404.c2.dark.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526783405.c1.rundark.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526783405.c1.rundark.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526783405.c2.rundark.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526783405.c2.rundark.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526826600.c1.snap.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526826600.c1.snap.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526826600.c2.snap.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526826600.c2.snap.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526826601.c1.timex.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526826601.c1.timex.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526826601.c2.timex.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526826601.c2.timex.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526826602.c1.var.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526826602.c1.var.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526826602.c2.var.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526826602.c2.var.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526826603.c1.bright.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526826603.c1.bright.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526826603.c2.bright.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526826603.c2.bright.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526826604.c1.dark.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526826604.c1.dark.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526826604.c2.dark.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526826604.c2.dark.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526826605.c1.rundark.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526826605.c1.rundark.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526826605.c2.rundark.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526826605.c2.rundark.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526828400.c1.snap.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526828400.c1.snap.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526828400.c2.snap.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526828400.c2.snap.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526828401.c1.timex.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526828401.c1.timex.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526828401.c2.timex.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526828401.c2.timex.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526828402.c1.var.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526828402.c1.var.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526828402.c2.var.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526828402.c2.var.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526828403.c1.bright.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526828403.c1.bright.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526828403.c2.bright.jpg,s3://cmgp-coastcam/cameras/whidbey/c2/2018/140_May.20/raw/1526828403.c2.bright.jpg
s3://cmgp-coastcam/cameras/whidbey/products/1526828404.c1.dark.jpg,s3://cmgp-coastcam/cameras/whidbey/c1/2018/140_May.20/raw/1526828404.c1.dark.jpg
